"indicador","ano","município","valor"
"Matrícula em distorção no ensino fundamental","2017","Icapuí","627"
"Matrícula em distorção no ensino fundamental","2017","Icó","1409"
"Matrícula em distorção no ensino fundamental","2017","Iguatu","509"
"Matrícula em distorção no ensino fundamental","2017","Independência","114"
"Matrícula em distorção no ensino fundamental","2017","Ipaporanga","77"
"Matrícula em distorção no ensino fundamental","2017","Ipaumirim","302"
"Matrícula em distorção no ensino fundamental","2017","Ipu","927"
"Matrícula em distorção no ensino fundamental","2017","Ipueiras","1439"
"Matrícula em distorção no ensino fundamental","2017","Iracema","54"
"Matrícula em distorção no ensino fundamental","2017","Irauçuba","109"
"Matrícula em distorção no ensino fundamental","2017","Itaiçaba","39"
"Matrícula em distorção no ensino fundamental","2017","Itaitinga","550"
"Matrícula em distorção no ensino fundamental","2017","Itapajé","560"
"Matrícula em distorção no ensino fundamental","2017","Itapipoca","1314"
"Matrícula em distorção no ensino fundamental","2017","Itapiúna","305"
"Matrícula em distorção no ensino fundamental","2017","Itarema","376"
"Matrícula em distorção no ensino fundamental","2017","Itatira","681"
"Matrícula em distorção no ensino fundamental","2017","Jaguaretama","203"
"Matrícula em distorção no ensino fundamental","2017","Jaguaribara","170"
"Matrícula em distorção no ensino fundamental","2017","Jaguaribe","427"
"Matrícula em distorção no ensino fundamental","2017","Jaguaruana","196"
"Matrícula em distorção no ensino fundamental","2017","Jardim","719"
"Matrícula em distorção no ensino fundamental","2017","Jati","88"
"Matrícula em distorção no ensino fundamental","2017","Jijoca de Jericoacoara","113"
"Matrícula em distorção no ensino fundamental","2017","Juazeiro do Norte","3642"
"Matrícula em distorção no ensino fundamental","2017","Jucás","97"
"Matrícula em distorção no ensino fundamental","2017","Lavras da Mangabeira","748"
"Matrícula em distorção no ensino fundamental","2017","Limoeiro do Norte","698"
"Matrícula em distorção no ensino fundamental","2017","Madalena","375"
"Matrícula em distorção no ensino fundamental","2017","Maracanaú","2356"
"Matrícula em distorção no ensino fundamental","2017","Maranguape","927"
"Matrícula em distorção no ensino fundamental","2017","Marco","202"
"Matrícula em distorção no ensino fundamental","2017","Martinópole","128"
"Matrícula em distorção no ensino fundamental","2017","Massapê","208"
"Matrícula em distorção no ensino fundamental","2017","Mauriti","518"
"Matrícula em distorção no ensino fundamental","2017","Meruoca","71"
"Matrícula em distorção no ensino fundamental","2017","Milagres","446"
"Matrícula em distorção no ensino fundamental","2017","Milhã","109"
"Matrícula em distorção no ensino fundamental","2017","Miraíma","229"
"Matrícula em distorção no ensino fundamental","2017","Missão Velha","500"
"Matrícula em distorção no ensino fundamental","2017","Mombaça","639"
"Matrícula em distorção no ensino fundamental","2017","Monsenhor Tabosa","613"
"Matrícula em distorção no ensino fundamental","2017","Morada Nova","1482"
"Matrícula em distorção no ensino fundamental","2017","Moraújo","126"
"Matrícula em distorção no ensino fundamental","2017","Morrinhos","130"
"Matrícula em distorção no ensino fundamental","2017","Mucambo","60"
"Matrícula em distorção no ensino fundamental","2017","Mulungu","152"
"Matrícula em distorção no ensino fundamental","2017","Nova Olinda","54"
"Matrícula em distorção no ensino fundamental","2017","Nova Russas","557"
"Matrícula em distorção no ensino fundamental","2017","Novo Oriente","121"
"Matrícula em distorção no ensino fundamental","2017","Ocara","320"
"Matrícula em distorção no ensino fundamental","2017","Orós","347"
"Matrícula em distorção no ensino fundamental","2017","Pacajus","1183"
"Matrícula em distorção no ensino fundamental","2017","Pacatuba","713"
"Matrícula em distorção no ensino fundamental","2017","Pacoti","146"
"Matrícula em distorção no ensino fundamental","2017","Pacujá","59"
"Matrícula em distorção no ensino fundamental","2017","Palhano","53"
"Matrícula em distorção no ensino fundamental","2017","Palmácia","131"
"Matrícula em distorção no ensino fundamental","2017","Paracuru","191"
"Matrícula em distorção no ensino fundamental","2017","Paraipaba","204"
"Matrícula em distorção no ensino fundamental","2017","Parambu","141"
"Matrícula em distorção no ensino fundamental","2017","Paramoti","355"
"Matrícula em distorção no ensino fundamental","2017","Pedra Branca","175"
"Matrícula em distorção no ensino fundamental","2017","Penaforte","115"
"Matrícula em distorção no ensino fundamental","2017","Pentecoste","264"
"Matrícula em distorção no ensino fundamental","2017","Pereiro","397"
"Matrícula em distorção no ensino fundamental","2017","Pindoretama","209"
"Matrícula em distorção no ensino fundamental","2017","Piquet Carneiro","172"
"Matrícula em distorção no ensino fundamental","2017","Pires Ferreira","63"
"Matrícula em distorção no ensino fundamental","2017","Poranga","259"
"Matrícula em distorção no ensino fundamental","2017","Porteiras","122"
"Matrícula em distorção no ensino fundamental","2017","Potengi","268"
"Matrícula em distorção no ensino fundamental","2017","Potiretama","47"
"Matrícula em distorção no ensino fundamental","2017","Quiterianópolis","125"
"Matrícula em distorção no ensino fundamental","2017","Santa Quitéria","407"
"Matrícula em distorção no ensino fundamental","2017","Groaíras","20"
"Matrícula em distorção no ensino médio","2017","São Gonçalo do Amarante","334"
"Matrícula em distorção no ensino médio","2017","São João do Jaguaribe","50"
"Matrícula em distorção no ensino médio","2017","São Luís do Curu","90"
"Matrícula em distorção no ensino médio","2017","Senador Pompeu","71"
"Matrícula em distorção no ensino médio","2017","Senador Sá","71"
"Matrícula em distorção no ensino médio","2017","Sobral","736"
"Matrícula em distorção no ensino médio","2017","Solonópole","59"
"Matrícula em distorção no ensino médio","2017","Tabuleiro do Norte","246"
"Matrícula em distorção no ensino médio","2017","Tamboril","379"
"Matrícula em distorção no ensino médio","2017","Tarrafas","38"
"Matrícula em distorção no ensino médio","2017","Tauá","267"
"Matrícula em distorção no ensino médio","2017","Tejuçuoca","100"
"Matrícula em distorção no ensino médio","2017","Tianguá","245"
"Matrícula em distorção no ensino médio","2017","Trairi","187"
"Matrícula em distorção no ensino médio","2017","Tururu","74"
"Matrícula em distorção no ensino médio","2017","Ubajara","166"
"Matrícula em distorção no ensino médio","2017","Umari","97"
"Matrícula em distorção no ensino médio","2017","Umirim","179"
"Matrícula em distorção no ensino médio","2017","Uruburetama","130"
"Matrícula em distorção no ensino médio","2017","Uruoca","144"
"Matrícula em distorção no ensino médio","2017","Varjota","127"
"Matrícula em distorção no ensino médio","2017","Várzea Alegre","204"
"Matrícula em distorção no ensino médio","2017","Viçosa do Ceará","732"
"Matrícula em distorção no ensino médio","2018","Cascavel","423"
"Matrícula em distorção no ensino médio","2017","Capistrano","136"
"Matrícula em distorção no ensino médio","2017","Caridade","155"
"Matrícula em distorção no ensino médio","2017","Cariré","90"
"Matrícula em distorção no ensino médio","2017","Caririaçu","214"
"Matrícula em distorção no ensino médio","2017","Chorozinho","179"
"Matrícula em distorção no ensino médio","2017","Coreaú","171"
"Matrícula em distorção no ensino médio","2017","Crato","1074"
"Matrícula em distorção no ensino médio","2017","Croatá","99"
"Matrícula em distorção no ensino médio","2017","Pindoretama","228"
"Matrícula em distorção no ensino médio","2017","Piquet Carneiro","106"
"Matrícula em distorção no ensino médio","2017","Pires Ferreira","61"
"Matrícula em distorção no ensino médio","2017","Poranga","142"
"Matrícula em distorção no ensino médio","2017","Porteiras","141"
"Matrícula em distorção no ensino médio","2017","Potengi","82"
"Matrícula em distorção no ensino médio","2017","Potiretama","35"
"Matrícula em distorção no ensino médio","2017","Quiterianópolis","101"
"Matrícula em distorção no ensino médio","2017","Quixadá","466"
"Matrícula em distorção no ensino médio","2017","Quixelô","76"
"Matrícula em distorção no ensino médio","2017","Quixeramobim","613"
"Matrícula em distorção no ensino médio","2017","São Benedito","227"
"Matrícula em distorção no ensino fundamental","2018","Groaíras","13"
"Matrícula em distorção no ensino fundamental","2018","Guaiúba","462"
"Matrícula em distorção no ensino fundamental","2018","Quixadá","570"
"Matrícula em distorção no ensino fundamental","2018","Quixelô","195"
"Matrícula em distorção no ensino fundamental","2018","Quixeramobim","806"
"Matrícula em distorção no ensino fundamental","2018","Quixeré","171"
"Matrícula em distorção no ensino fundamental","2018","Redenção","169"
"Matrícula em distorção no ensino fundamental","2018","Reriutaba","137"
"Matrícula em distorção no ensino fundamental","2018","Russas","694"
"Matrícula em distorção no ensino fundamental","2018","Saboeiro","175"
"Matrícula em distorção no ensino fundamental","2018","Salitre","315"
"Matrícula em distorção no ensino fundamental","2018","Ceará","92143"
"Matrícula em distorção no ensino fundamental","2018","Abaiara","43"
"Matrícula em distorção no ensino fundamental","2018","Acarape","219"
"Matrícula em distorção no ensino fundamental","2018","Acaraú","614"
"Matrícula em distorção no ensino fundamental","2018","Acopiara","220"
"Matrícula em distorção no ensino fundamental","2018","Aiuaba","170"
"Matrícula em distorção no ensino fundamental","2018","Alcântaras","116"
"Matrícula em distorção no ensino fundamental","2018","Altaneira","28"
"Matrícula em distorção no ensino fundamental","2018","Alto Santo","197"
"Matrícula em distorção no ensino fundamental","2018","Amontada","547"
"Matrícula em distorção no ensino fundamental","2018","Antonina do Norte","57"
"Matrícula em distorção no ensino fundamental","2018","Apuiarés","133"
"Matrícula em distorção no ensino fundamental","2018","Aquiraz","1127"
"Matrícula em distorção no ensino fundamental","2018","Aracati","767"
"Matrícula em distorção no ensino fundamental","2018","Aracoiaba","233"
"Matrícula em distorção no ensino fundamental","2018","Ararendá","138"
"Matrícula em distorção no ensino fundamental","2018","Araripe","415"
"Matrícula em distorção no ensino fundamental","2018","Aratuba","80"
"Matrícula em distorção no ensino fundamental","2018","Arneiroz","55"
"Matrícula em distorção no ensino fundamental","2018","Assaré","133"
"Matrícula em distorção no ensino fundamental","2018","Aurora","467"
